Timestamp, RF13, RF12, RF11, RF10, MF9, MF8, MF7, MF6, MF5, FF4, FF3, FF2, FF1
17162074250100,2,11,14,1,18,8,1,1,1,1,1,1,1
17162074260000,3,17,19,1,21,11,1,1,1,1,1,1,1
17162074260100,2,14,17,1,19,9,1,1,1,1,1,1,1
17162074270000,2,15,17,1,21,11,1,1,1,1,1,1,1
17162074270100,1,11,15,1,19,9,1,1,1,1,1,1,1
17162074280000,1,12,13,1,21,10,1,1,1,1,1,1,1
17162074280100,1,9,14,1,23,12,1,1,1,1,1,1,1
17162074290000,1,8,13,1,29,17,1,1,1,1,1,1,1
17162074290100,1,3,7,1,28,16,1,1,1,1,1,1,1
17162074300000,1,1,1,1,13,4,1,1,1,1,1,1,1
17162074300100,36,52,64,8,28,13,1,1,1,1,1,1,1
17162074310000,62,134,163,39,74,55,5,9,1,1,1,1,1
17162074310100,18,121,144,13,92,81,20,38,1,1,1,1,1
17162074320000,61,132,154,14,84,62,7,10,1,1,1,1,1
17162074320100,70,108,152,34,48,58,23,41,1,1,1,1,1
17162074330000,66,82,151,59,21,43,24,45,1,1,1,1,1
17162074330100,67,26,108,53,7,8,10,32,1,1,1,1,1
17162074340000,1,1,1,1,4,1,1,1,1,1,1,1,1
17162074340100,1,3,13,1,47,43,11,21,1,1,1,1,2
17162074350000,1,74,127,1,159,107,42,44,1,9,2,1,2
17162074350100,1,1,1,1,5,1,1,1,1,1,1,1,2
17162074360000,1,1,1,1,8,2,1,1,1,1,1,1,1
17162074360100,43,59,76,3,22,18,1,1,1,1,1,1,1
17162074370000,1,13,62,1,140,102,46,59,2,13,2,1,6
17162074370100,1,1,1,1,3,1,1,1,1,1,1,1,1
17162074380000,1,1,1,1,11,3,1,1,1,1,1,1,1
17162074380100,1,26,71,1,134,99,30,49,2,5,2,1,18
17162074390000,1,9,61,1,102,80,29,57,3,3,2,3,18
17162074390100,13,67,157,46,54,41,9,26,1,1,1,1,1
17162074400000,89,119,117,1,66,16,1,1,1,1,1,1,1
17162074400100,96,133,107,1,76,18,1,1,1,1,1,1,1
17162074410000,120,131,70,1,67,14,1,1,1,1,1,1,1
17162074410100,138,140,44,1,54,11,1,1,1,1,1,1,1
17162074420000,2,4,1,1,20,1,1,1,1,1,1,1,1
17162074420100,1,1,1,1,15,3,1,1,1,1,1,1,1
17162074430000,11,87,151,27,66,54,10,16,1,1,1,1,1
17162074430100,1,13,33,1,205,111,55,24,1,131,7,35,1
17162074440000,1,1,1,1,18,1,1,1,1,1,1,1,1
17162074440100,1,1,1,1,11,2,1,1,1,1,1,1,1
17162074450000,1,33,99,1,109,87,45,47,1,16,3,31,1
17162074450100,1,3,9,1,173,100,63,22,1,166,9,27,1
17162074460000,1,1,1,1,11,1,1,1,1,1,1,1,1
17162074460100,1,1,1,1,9,1,1,1,1,1,1,1,1
17162074470000,1,68,127,1,159,88,35,19,1,41,4,1,1
17162074470100,1,36,148,9,102,76,35,48,1,17,3,75,2
17162074480000,31,103,203,65,35,26,3,9,1,1,1,1,1
17162074480100,58,104,200,63,28,25,2,6,1,1,1,1,1
17162074490000,122,121,201,50,23,15,1,1,1,1,1,1,1
17162074490100,69,126,209,42,57,46,5,7,1,1,1,1,1
17162074500000,13,128,217,34,94,83,14,24,1,2,1,1,1
17162074500100,20,134,216,24,106,84,15,19,1,2,1,1,1
17162074510000,26,142,191,5,123,71,9,9,1,2,1,1,1
17162074510100,1,1,2,1,25,11,1,1,1,1,1,1,1
17162074520000,6,7,15,1,11,5,1,1,1,1,1,1,1
17162074520100,28,130,173,18,104,70,9,7,1,2,1,1,1
17162074530000,34,155,139,1,138,70,7,1,1,2,1,1,1
17162074530100,128,156,24,1,73,15,1,1,1,1,1,1,1
17162074540000,136,121,14,1,32,4,1,1,1,1,1,1,1
17162074540100,14,13,14,1,8,4,1,1,1,1,1,1,1
17162074550000,2,3,15,1,5,2,1,3,1,1,1,1,2
17162074550100,2,13,29,1,16,11,1,1,1,1,1,1,1
17162074560000,4,3,8,1,5,1,1,1,1,1,1,1,1
17162074560100,5,12,8,1,11,3,1,1,1,1,1,1,1
17162074570000,4,17,1,1,20,1,1,1,1,1,1,1,1
17162074570100,1,3,1,1,9,1,1,1,1,1,1,1,1
17162074580000,3,8,1,1,29,7,1,1,1,1,1,1,1
17162074580100,1,1,1,1,9,1,1,1,1,1,1,1,1
17162074590000,1,1,1,1,5,1,1,1,1,1,1,1,1
17162074590100,1,1,1,1,5,1,1,1,1,1,1,1,1
17162074600000,1,1,1,1,5,1,1,1,1,1,1,1,1
17162074600100,3,4,1,1,19,14,3,4,1,1,1,1,1
17162074610000,1,1,1,1,5,1,3,15,1,1,1,2,1
17162074610100,1,2,1,1,10,1,1,1,1,1,1,1,1
17162074620000,1,1,1,1,33,6,6,2,1,1,1,1,1
17162074620100,1,1,1,1,48,3,3,1,1,1,1,1,1
17162074630000,1,1,1,1,41,2,3,1,1,1,1,1,1
17162074630100,1,1,1,1,36,1,2,1,1,1,1,1,1
17162074640000,1,1,1,1,33,1,3,1,1,1,1,1,1
17162074640100,1,1,1,1,31,2,1,1,1,1,1,1,1
17162074650000,1,1,1,1,58,16,4,1,1,1,1,1,1
17162074650100,1,1,1,1,60,17,6,1,1,1,1,1,1
17162074660000,1,1,1,1,55,15,6,1,1,1,1,1,1
17162074660100,1,1,1,1,54,13,6,1,1,1,1,1,1
17162074670000,1,1,1,1,47,5,4,1,1,1,1,1,1
17162074670100,1,1,1,1,64,7,2,1,1,2,1,1,1
17162074680000,1,1,1,1,8,1,1,1,1,1,1,1,1
17162074680100,1,1,1,1,19,2,3,2,1,1,1,1,1
17162074690000,1,1,1,1,40,9,3,1,1,1,1,1,1
17162074690100,1,1,1,1,29,8,2,1,1,1,1,1,1
17162074700000,1,2,1,1,31,8,2,1,1,1,1,1,1
17162074700100,1,1,1,1,32,8,3,1,1,1,1,1,1
17162074710000,1,2,1,1,31,8,3,1,1,1,1,1,1
17162074710100,1,2,1,1,30,8,3,1,1,1,1,1,1
17162074720000,1,2,1,1,30,8,2,1,1,1,1,1,1
17162074720100,1,2,1,1,30,8,2,1,1,1,1,1,1
17162074730000,1,2,1,1,30,8,2,1,1,1,1,1,1
17162074730100,1,2,1,1,30,8,2,1,1,1,1,1,1
17162074740000,1,2,1,1,30,8,2,1,1,1,1,1,1
17162074740100,1,2,1,1,30,8,2,1,1,1,1,1,1
17162074750000,1,2,1,1,31,8,2,1,1,1,1,1,1
17162074750100,1,2,1,1,31,8,2,1,1,1,1,1,1
17162074760000,1,2,1,1,31,8,2,1,1,1,1,1,1
17162074760100,1,2,1,1,31,8,2,1,1,1,1,1,1
17162074770000,1,2,1,1,31,8,2,1,1,1,1,1,1
17162074770100,1,2,1,1,31,8,2,1,1,1,1,1,1
17162074780000,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074780100,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074790000,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074790100,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074800000,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074800100,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074810000,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074810100,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074820000,1,2,1,1,30,9,2,1,1,1,1,1,1
17162074820100,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074830000,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074830100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074840000,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074840100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074850000,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074850100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074860000,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074860100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074870000,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074870100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074880000,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074880100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074890000,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074890100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074900000,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074900100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074910000,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074910100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074920000,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074920100,1,3,1,1,31,9,2,1,1,1,1,1,1
17162074930000,1,3,1,1,32,9,2,1,1,1,1,1,1
17162074930100,1,3,1,1,32,9,2,1,1,1,1,1,1
17162074940000,1,3,1,1,32,9,2,1,1,1,1,1,1
17162074940100,1,3,1,1,32,9,2,1,1,1,1,1,1
17162074950000,1,3,1,1,32,9,2,1,1,1,1,1,1
17162074950100,1,2,1,1,31,9,2,1,1,1,1,1,1
17162074960000,1,2,1,1,35,8,1,1,1,1,1,1,1
17162074960100,1,2,1,1,39,9,1,1,1,1,1,1,1
17162074970000,1,1,1,1,34,7,2,1,1,1,1,1,1
17162074970100,1,2,1,1,30,6,2,1,1,1,1,1,1
17162074980000,1,1,1,1,34,4,3,1,1,1,1,1,1
17162074980100,1,1,1,1,37,5,2,1,1,1,1,1,1
17162074990000,1,1,1,1,39,7,2,1,1,1,1,1,1
17162074990100,1,2,1,1,39,5,2,1,1,1,1,1,1
17162075000000,1,2,1,1,40,5,2,1,1,1,1,1,1
17162075000100,1,2,1,1,40,6,2,1,1,1,1,1,1
17162075010000,1,2,1,1,40,6,2,1,1,1,1,1,1
17162075010100,1,2,1,1,41,6,2,1,1,1,1,1,1
17162075020000,1,2,1,1,40,6,2,1,1,1,1,1,1
17162075020100,1,2,1,1,40,6,2,1,1,1,1,1,1
17162075030000,1,2,1,1,40,6,2,1,1,1,1,1,1
17162075030100,1,1,1,1,40,6,2,1,1,1,1,1,1
17162075040000,1,1,1,1,40,6,2,1,1,1,1,1,1
17162075050000,1,1,1,1,40,6,2,1,1,1,1,1,1
17162075050100,1,1,1,1,40,6,2,1,1,1,1,1,1
17162075060000,1,2,1,1,36,3,1,1,1,1,1,1,1
17162075060100,1,2,1,1,30,2,1,1,1,1,1,1,1
17162075070000,1,3,1,1,15,1,1,1,1,1,5,1,1
17162075070100,1,2,1,1,33,4,2,1,1,1,1,1,1
17162075080000,1,1,1,1,43,17,6,4,1,1,1,1,1
17162075080100,1,1,1,1,36,10,4,2,1,1,1,1,1
17162075090000,1,2,1,1,36,12,5,3,1,1,1,1,1
17162075090100,1,2,1,1,40,10,3,1,1,1,1,1,1
17162075100000,1,2,1,1,40,11,4,2,1,1,1,1,1
17162075100100,1,2,1,1,42,9,4,2,1,1,1,1,1
17162075110000,1,2,1,1,37,4,1,1,1,1,1,1,1
17162075110100,1,2,1,1,41,12,4,3,1,1,1,1,1
17162075120000,1,2,1,1,40,8,3,1,1,1,1,1,1
17162075120100,1,1,1,1,40,7,2,1,1,1,1,1,1
17162075130000,1,1,1,1,36,5,3,1,1,1,1,1,1
17162075130100,1,1,1,1,40,5,3,1,1,1,1,1,1
17162075140000,1,1,1,1,45,7,3,1,1,1,1,1,1
17162075140100,1,1,1,1,47,6,4,1,1,1,1,1,1
17162075150000,1,1,1,1,45,7,3,1,1,1,1,1,1
17162075150100,1,6,2,1,38,5,1,1,1,1,1,1,1
17162075160000,1,8,1,1,20,1,1,1,1,1,1,1,1
17162075160100,1,1,1,1,6,1,1,1,1,1,1,1,1
17162075170000,1,1,1,1,6,1,1,1,1,1,1,1,1
17162075170100,1,1,1,1,5,1,1,1,1,1,1,1,1
17162075180000,1,1,1,1,7,1,1,1,1,1,1,1,1
17162075180100,1,1,1,1,7,1,1,1,1,1,1,1,1
17162075190000,1,1,1,1,8,1,1,1,1,1,1,1,1
17162075190100,1,1,1,1,8,1,1,1,1,1,1,1,1
17162075200000,1,4,1,1,11,1,1,1,1,1,1,1,1
17162075200100,27,3,2,1,7,1,1,1,1,1,1,1,1
17162075210000,3,1,2,1,5,1,1,1,1,1,1,1,1
17162075210100,1,1,1,1,12,2,1,1,1,1,1,1,1
17162075220000,42,9,21,2,5,1,1,1,1,1,1,1,1
17162075220100,35,11,14,1,6,1,1,1,1,1,1,1,1
17162075230000,168,94,122,24,31,18,1,2,1,1,1,1,1
17162075230100,126,93,131,23,26,22,5,6,1,1,1,1,1
17162075240000,25,60,156,56,20,28,25,43,1,1,1,1,2
17162075240100,1,1,1,1,7,1,1,1,1,1,1,1,1
17162075250000,1,1,1,1,8,1,1,1,1,1,1,1,1
17162075250100,1,56,122,1,94,108,26,43,2,3,2,1,23
17162075260000,1,1,1,1,7,1,1,1,1,1,1,1,1
17162075260100,87,83,131,23,27,21,1,1,1,1,1,1,1
17162075270000,1,1,1,1,169,118,41,14,1,260,21,27,3
17162075270100,1,1,1,1,12,2,1,1,1,1,1,1,1
17162075280000,2,119,188,9,108,75,10,8,1,12,2,1,1
17162075280100,1,1,1,1,140,56,20,2,1,370,31,55,3
17162075290000,1,1,1,1,8,1,1,1,1,1,1,1,1
17162075290100,16,103,157,24,86,48,3,1,1,2,1,1,1
17162075300000,1,58,149,4,102,80,15,14,1,9,2,1,1
17162075300100,1,16,66,1,96,68,15,11,1,14,2,1,1
17162075310000,1,37,96,1,93,65,11,8,1,7,2,1,1
17162075310100,1,45,107,2,93,66,11,9,1,5,2,1,1
17162075320000,1,46,112,3,93,66,12,11,1,5,2,1,1
17162075320100,1,49,118,3,92,67,11,12,1,5,2,1,1
17162075330000,1,50,120,3,92,67,11,12,1,5,2,1,1
17162075330100,1,50,122,3,91,66,11,12,1,4,2,1,1
17162075340000,1,51,123,4,92,67,11,12,1,4,2,1,1
17162075340100,1,54,123,5,92,68,11,13,1,4,2,1,1
17162075350000,1,54,124,5,91,68,11,13,1,4,2,1,1
17162075350100,1,54,125,5,89,66,10,12,1,4,2,1,1
17162075360000,1,54,126,5,90,67,10,12,1,4,2,1,1
17162075360100,1,54,128,4,90,67,10,12,1,4,2,1,1
17162075370000,1,55,127,5,90,67,10,11,1,4,2,1,1
17162075370100,1,55,127,5,89,67,10,11,1,4,2,1,1
17162075380000,1,56,128,5,90,67,10,11,1,4,2,1,1
17162075380100,1,56,127,5,89,67,10,11,1,4,2,1,1
17162075390000,1,58,127,6,89,67,10,12,1,3,2,1,1
17162075390100,1,59,124,6,89,68,10,13,1,3,2,1,1
17162075400000,1,58,129,7,89,68,10,13,1,4,2,1,1
17162075400100,1,58,129,7,89,68,10,13,1,3,2,1,1
17162075410000,1,58,130,7,88,67,10,13,1,3,2,1,1
17162075410100,1,59,133,7,89,69,10,13,1,4,2,1,1
17162075420000,1,10,66,1,89,68,19,16,1,15,3,1,1
17162075420100,1,33,108,5,63,38,6,4,1,2,1,1,1
17162075430000,2,42,114,11,44,26,2,1,1,1,1,1,1
17162075430100,3,53,122,13,50,31,2,2,1,1,1,1,1
17162075440000,5,57,127,19,48,30,2,2,1,1,1,1,1
17162075440100,5,58,126,18,48,28,2,1,1,1,1,1,1
17162075450000,4,60,130,19,52,31,2,2,1,1,1,1,1
17162075450100,4,62,134,19,57,36,3,3,1,1,1,1,1
17162075460000,4,59,129,17,51,31,2,2,1,1,1,1,1
17162075460100,1,59,127,9,61,40,3,3,1,2,1,1,1
17162075470000,1,51,120,5,66,41,4,3,1,2,1,1,1
17162075470100,1,47,106,1,76,53,7,5,1,2,1,1,1
17162075480000,1,51,103,1,81,58,7,5,1,3,1,1,1
17162075480100,1,6,49,1,61,49,15,16,1,5,2,1,1
17162075490000,6,93,185,61,74,58,22,25,1,3,2,1,1
17162075490100,1,1,1,1,3,1,1,1,1,1,1,1,1
17162075500000,1,1,1,1,8,1,1,1,1,1,1,1,1
17162075500100,22,105,140,13,57,53,6,21,1,1,1,1,4
17162075510000,1,16,98,1,113,80,52,46,1,23,3,8,2
17162075510100,1,1,1,1,4,1,1,1,1,1,1,1,1
17162075520000,4,4,2,1,9,1,1,1,1,1,1,1,1
17162075520100,1,1,1,1,109,74,40,33,1,212,29,60,11
17162075530000,1,1,1,1,6,1,1,1,1,1,1,1,1
17162075530100,1,15,43,1,153,64,17,6,1,121,9,1,1
17162075540000,1,1,1,1,8,1,1,1,1,1,1,1,1
17162075540100,25,47,69,8,26,12,1,1,1,1,1,1,1
17162075550000,1,114,145,1,172,82,26,21,1,18,2,1,1
17162075550100,1,93,166,7,140,79,36,40,1,11,2,2,2
17162075560000,23,81,167,62,39,26,7,19,1,1,1,1,1
17162075560100,1,1,1,1,4,1,1,1,1,1,1,1,1
17162075570000,1,1,1,1,9,1,1,1,1,1,1,1,1
17162075570100,1,121,58,1,161,105,15,10,1,6,2,1,1
17162075580000,1,1,1,1,30,1,1,1,1,1,1,1,1
17162075580100,13,17,19,1,14,3,1,1,1,1,1,1,1
17162075590000,1,1,5,1,124,89,45,40,1,155,13,26,4
17162075590100,1,1,1,1,7,1,1,1,1,1,1,1,1
17162075600000,2,58,141,31,70,43,2,5,1,1,1,1,1
17162075600100,13,93,180,31,74,45,2,4,1,1,1,1,1
17162075610000,20,96,185,38,70,43,2,4,1,1,1,1,1
17162075610100,10,99,193,38,82,57,4,9,1,1,1,1,1
17162075620000,3,87,179,21,81,58,5,10,1,1,1,1,1
17162075620100,1,73,175,11,94,69,9,13,1,2,1,1,1
17162075630000,2,70,167,14,80,59,6,10,1,1,1,1,1
17162075630100,5,75,167,21,66,44,2,4,1,1,1,1,1
17162075640000,3,71,167,20,69,45,3,6,1,1,1,1,1
17162075640100,2,71,167,18,76,54,5,9,1,1,1,1,1
17162075650000,2,73,169,16,76,56,5,10,1,1,1,1,1
17162075650100,1,61,157,4,96,71,10,17,1,2,1,1,1
17162075660000,1,50,148,3,100,76,13,21,1,2,2,1,1
17162075660100,3,86,175,21,82,64,6,13,1,2,1,1,1
17162075670000,15,96,180,31,76,47,3,5,1,1,1,1,1
17162075670100,14,80,176,36,56,46,8,20,1,1,1,1,1
17162075680000,49,88,196,76,40,35,11,34,1,1,1,1,1
17162075680100,1,1,3,1,5,1,1,2,1,1,1,1,1
17162075690000,1,1,1,1,5,1,1,1,1,1,1,1,1
17162075690100,2,22,1,1,33,4,1,1,1,1,1,1,1
17162075700000,32,146,67,1,120,54,2,7,1,1,1,1,2
17162075700100,1,56,22,1,112,19,2,1,1,1,1,1,1
17162075710000,1,1,1,1,7,1,1,1,1,1,1,1,1
17162075710100,1,1,1,1,9,2,1,1,1,1,1,1,1
17162075720000,1,11,23,1,33,18,2,1,1,1,1,1,1
17162075720100,8,54,102,10,49,35,4,6,1,1,1,1,1
17162075730000,31,103,179,49,74,55,12,21,1,2,1,1,1
17162075730100,1,1,1,1,3,1,3,3,1,1,1,1,5
17162075740000,1,1,1,1,5,1,1,1,1,1,1,1,1
17162075740100,32,114,166,17,69,54,4,16,1,1,1,1,2
17162075750000,1,1,1,1,60,40,18,16,1,125,29,47,41
17162075750100,1,1,1,1,8,2,1,1,1,1,1,1,1
17162075760000,5,114,179,15,98,70,4,11,1,2,1,1,1
17162075760100,1,1,1,1,63,26,4,1,1,15,8,1,1
17162075770000,1,6,4,1,15,5,1,1,1,1,1,1,1
17162075770100,1,21,76,1,154,103,22,24,1,43,7,1,5
17162075780000,1,1,1,1,32,8,1,1,1,2,2,1,1
17162075780100,1,3,8,1,53,36,1,1,1,1,1,1,1
17162075790000,1,9,32,1,76,59,4,9,1,2,2,1,2
17162075790100,1,10,35,1,76,60,4,13,1,2,2,1,2
17162075800000,1,12,41,1,79,62,4,13,1,2,2,1,2
17162075800100,1,14,48,1,78,62,4,13,1,2,2,1,2
17162075810000,1,11,39,1,86,68,6,17,1,2,2,1,2
17162075810100,1,7,28,1,83,65,6,15,1,2,2,1,2
17162075820000,1,6,22,1,85,64,5,13,1,2,2,1,2
17162075820100,1,6,21,1,86,65,6,13,1,2,2,1,2
17162075830000,1,11,34,1,92,76,7,17,1,3,2,1,2
17162075830100,1,15,43,1,98,84,8,19,1,3,2,1,3
17162075840000,1,17,51,1,103,87,9,21,1,3,2,1,3
17162075840100,1,19,54,1,101,86,8,20,1,3,2,1,3
17162075850000,1,17,53,1,97,80,7,19,1,3,2,1,2
17162075850100,1,18,58,1,92,74,6,16,1,2,2,1,2
17162075860000,1,19,59,1,85,69,4,13,1,2,2,1,2
17162075860100,1,14,50,1,85,68,5,14,1,2,2,1,2
17162075870000,1,7,25,1,86,66,5,10,1,2,2,1,2
17162075870100,1,1,1,1,16,9,1,1,1,1,1,1,1
17162075880000,1,1,7,1,27,28,3,13,1,1,1,1,7
17162075880100,1,1,1,1,220,115,33,16,1,259,35,2,14
17162075890000,1,1,1,1,247,82,11,2,1,375,101,76,12
17162075890100,1,1,1,1,12,3,1,1,1,1,1,1,1
17162075900000,24,124,196,53,92,66,2,7,1,1,1,1,1
17162075900100,1,1,1,1,223,86,6,1,1,233,28,12,2
17162075910000,1,1,1,1,14,4,1,1,1,1,1,1,1
17162075910100,1,76,145,1,146,99,12,15,1,11,2,1,1
17162075920000,1,1,1,1,189,53,1,1,1,44,4,1,1
17162075920100,1,1,1,1,14,3,1,1,1,1,1,1,1
17162075930000,1,90,140,1,138,76,15,12,1,19,2,1,1
17162075930100,1,62,4,1,256,92,15,3,1,121,3,1,1
17162075940000,1,134,87,1,245,82,11,4,1,36,2,1,1
17162075940100,29,183,122,1,130,28,2,1,1,2,1,1,1
17162075950000,1,1,1,1,11,2,1,1,1,1,1,1,1
17162075950100,1,1,1,1,9,1,1,1,1,1,1,1,1
17162075960000,1,1,1,1,10,2,1,1,1,1,1,1,1
17162075960100,1,1,1,1,12,3,1,1,1,1,1,1,1
17162075970000,1,1,1,1,8,1,1,1,1,1,1,1,1
17162075970100,1,1,1,1,8,1,1,1,1,1,1,1,1
17162075980000,70,146,175,13,80,25,1,1,1,1,1,1,1
17162075980100,114,164,157,2,50,15,1,1,1,1,1,1,1
17162075990000,85,132,196,61,43,20,1,2,1,1,1,1,1
17162075990100,99,91,201,86,20,18,5,15,1,1,1,1,1
17162076000000,42,9,102,41,5,1,1,4,1,1,1,1,1
