Timestamp, RF13, RF12, RF11, RF10, MF9, MF8, MF7, MF6, MF5, FF4, FF3, FF2, FF1

17159423450000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423450100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423460000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423460100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423470000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423470100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423480000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423480100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423490000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423490100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423500000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423500100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423510000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423510100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423520000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423520100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423530000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423530100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423540000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423540100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423550000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423550100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423560000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423560100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423570000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423570100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423580000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423580100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423590000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423590100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423600000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423600100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423610000,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423610100,1,2,1,1,4,1,1,1,1,1,1,1,1
17159423620000,1,2,1,1,4,1,1,1,1,1,1,1,1
