Timestamp, RF13, RF10, RF11, RF12, MF5, MF6, MF7, MF8, MF9, FF1, FF2, FF3, FF4

17162070490100,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070500000,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070500100,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070510000,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070510100,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070520000,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070520100,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070530000,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070530100,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070540000,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070540100,1,1,1,3,1,1,1,1,16,1,1,1,1
17162070550000,1,1,1,4,1,1,1,1,16,1,1,1,1
17162070550100,1,1,1,4,1,1,1,1,16,1,1,1,1
17162070560000,1,1,1,4,1,1,1,1,16,1,1,1,1
17162070560100,1,1,1,4,1,1,1,1,16,1,1,1,1
17162070570000,1,1,1,3,1,1,1,1,12,1,1,1,1
17162070570100,1,1,1,3,1,1,1,1,13,1,1,1,1
17162070580000,1,1,1,3,1,1,1,1,13,1,1,1,1
17162070580100,1,1,1,3,1,1,1,1,13,1,1,1,1
17162070590000,1,1,1,3,1,1,1,1,13,1,1,1,1
17162070590100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070600000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070600100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070610000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070610100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070620000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070620100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070630000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070630100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070640000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070640100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070650000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070650100,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070660000,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070660100,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070670000,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070670100,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070680000,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070680100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070690000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070690100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070700000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070700100,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070710000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070710100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070720000,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070720100,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070730000,1,1,1,3,1,1,1,1,14,1,1,1,1
17162070730100,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070740000,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070740100,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070750000,1,1,1,3,1,1,1,1,15,1,1,1,1
17162070750100,1,1,1,3,1,1,1,1,15,1,1,1,1
